customer_number,segment,signup_date,postal_code
CUST010892,Business,2022/07/05,N/A
 CUST010893 ,,21-Mar-2021,60A123
CUST010894,Premium,04-20-19,60540
CUST010895,Business,09-Jan-2018,60601
CUST010896,Business,03-Dec-2021,
CUST010897,Mainstream,23-Sep-2022,60540
CUST010898,Premium,2021-04-22,N/A
 CUST010899 ,Business,02/11/2022,N/A
CUST010900,,2019/06/22,
CUST010901,,07-27-19,N/A
CUST010902,Mainstream,06-09-21,
CUST010903,,2018/11/30,N/A
CUST010904,Value,2020/07/12,60601
CUST010905,Value,05/17/2019,N/A
cust010906,Premium,10/11/2019,N/A
CUST010907,Premium,10-20-18,N/A
cust010908,Value,2021-08-27,60601
CUST010909,Business,06/24/2019,
CUST010910,Business,10/20/2018,60540
CUST010911,Value,07-Jul-2021,60A123
cust010912,Premium,07/14/2018,60601
 CUST010913 ,,03/28/2021,60A123
CUST010914,,22-Feb-2022,60A123
CUST010915,Premium,09-12-17,60601
CUST010916,,11/20/2022,60A123
CUST010917,Business,21-Aug-2018,60601
CUST010918,,2021/01/05,60A123
cust010919,Business,2017-10-24,60601
CUST010920,Mainstream,2021/04/03,60540
 CUST010921 ,Mainstream,2019/03/01,60540
CUST010922,Mainstream,2021-07-28,60A123
CUST010923,Premium,11/15/2018,60A123
CUST010924,,08-Aug-2022,60A123
CUST010925,Business,14-May-2021,60A123
CUST010926,Value,2022-01-26,60540
CUST010927,Premium,12-24-18,60601
CUST010928,Business,,60A123
CUST010929,,10/17/2019,N/A
CUST010930,Business,2017-10-07,60540
CUST010931,Business,2019/11/14,60601
CUST010932,Mainstream,2020/02/09,60A123
CUST010933,,2017-10-13,60601
cust010934,Premium,02/27/2021,60A123
CUST010935,Mainstream,06/12/2020,N/A
CUST010936,Mainstream,2018-11-05,60601
CUST010937,,2021/05/20,60540
CUST010938,,09-23-20,
 CUST010939 ,Business,01-07-19,60540
CUST010940,Business,30-Apr-2020,60540
CUST010941,Value,27-Feb-2018,60540
CUST010942,Premium,08-Jun-2022,60601
CUST010943,,07/21/2018,N/A
CUST010944,Mainstream,30-Jan-2018,60A123
CUST010945,,07-29-17,N/A
CUST010946,Business,05-Oct-2019,N/A
CUST010947,Premium,02-24-20,
CUST010948,Mainstream,02/15/2022,
CUST010949,Business,2017-08-18,60540
CUST010950,,01-21-19,60540
CUST010951,Premium,03-Sep-2020,60540
CUST010952,Business,2022/02/24,60A123
CUST010953,Mainstream,2022/11/02,60540
CUST010954,Premium,2021/09/11,60A123
CUST010955,Premium,26-Jul-2022,60A123
cust010956,Value,04/27/2022,60A123
 CUST010957 ,,11-Nov-2019,N/A
CUST010958,Premium,2018/08/03,
CUST010959,,12-18-20,N/A
CUST010960,Value,2020/05/01,N/A
CUST010961,Value,2019-10-03,N/A
CUST010962,Business,2022/09/27,60601
CUST010963,Mainstream,15-Apr-2021,60601
CUST010964,Value,2021-11-04,60A123
CUST010965,Premium,2021/06/03,60601
CUST010966,,2021/04/09,N/A
CUST010967,Business,04/11/2018,60540
CUST010968,Premium,01/14/2022,60A123
CUST010969,Mainstream,11/15/2020,60601
CUST010970,Premium,2021-02-22,60540
CUST010971,Mainstream,05-08-18,
CUST010972,Mainstream,02/04/2020,N/A
CUST010973,,2020/04/11,60A123
CUST010974,Premium,18-May-2018,60A123
 CUST010975 ,Business,2017-09-04,N/A
CUST010976,Value,07-20-19,60A123
CUST010977,Business,24-Oct-2019,60540
CUST010978,,18-Apr-2018,
CUST010979,Value,23-Apr-2019,60A123
CUST010980,Premium,2018-06-29,60601
CUST010981,Value,01-31-20,60601
CUST010982,Business,2022-05-11,N/A
CUST010983,Business,26-Sep-2021,60540
CUST010984,Business,2019/04/08,N/A
CUST010985,Premium,2021/12/24,N/A
CUST010986,Premium,2017-08-28,60601
CUST010987,,2022/03/20,60540
CUST010988,,09/27/2020,
cust010989,Mainstream,2022-11-07,60540
CUST010990,Mainstream,2019/04/29,60A123
 CUST010991 ,Business,09-11-17,
CUST010992,,2021/06/23,N/A
CUST010993,Value,2020-10-01,60A123
 CUST010994 ,Business,2019/08/20,
CUST010995,Value,2018/06/06,60A123
CUST010996,Premium,01/30/2019,
CUST010997,Business,30-Apr-2021,N/A
CUST010998,Premium,2021-01-25,60540
CUST010999,Premium,02-Dec-2018,60601
CUST011000,Premium,12-Nov-2022,N/A
CUST011001,Mainstream,11/28/2017,N/A
CUST011002,Business,03/06/2022,60540
CUST011003,Business,2020/07/26,
CUST011004,Mainstream,08-31-20,60601
CUST011005,Mainstream,07/09/2021,60A123
cust011006,Premium,03-25-20,N/A
CUST011007,Value,2017/12/19,60540
CUST011008,,02/03/2021,60601
CUST011009,,2019/06/18,60601
CUST011010,Premium,11/21/2017,60A123
CUST011011,,2017-11-12,
CUST011012,Premium,06/24/2021,
CUST011013,Mainstream,03/09/2021,
CUST011014,Premium,2018-11-24,
CUST011015,Value,2020/07/17,60601
CUST011016,Mainstream,2018/11/16,60A123
CUST011017,Premium,2017-10-15,N/A
CUST011018,,06-Sep-2022,N/A
 CUST011019 ,,2019-09-25,60A123
cust011020,,06-12-20,60A123
CUST011021,Mainstream,10/26/2020,60540
CUST011022,Mainstream,10-08-17,60540
CUST011023,Value,07/22/2019,60540
CUST011024,Mainstream,2018-04-26,60540
CUST011025,,03-Feb-2020,60A123
CUST011026,Premium,05/13/2019,60540
CUST011027,Business,2022-06-20,60A123
CUST011028,,08/27/2020,60601
CUST011029,Value,2019/02/24,60540
CUST011030,Value,05/22/2020,60601
CUST011031,Business,2022/06/06,
CUST011032,Premium,15-Jul-2019,
 CUST011033 ,Business,2020-09-06,60540
CUST011034,Business,10/02/2018,
CUST011035,Value,03/02/2019,60A123
CUST011036,,2020-12-24,60601
CUST011037,Mainstream,05-Nov-2018,60601
CUST011038,Mainstream,,60601
CUST011039,Value,10/10/2021,60601
CUST011040,Value,06-20-21,60A123
 CUST011041 ,Business,2021-11-30,60540
CUST011042,Business,2018/12/20,N/A
CUST011043,Value,28-Jun-2018,60540
CUST011044,Premium,2020/11/08,N/A
CUST011045,,30-Jun-2021,60601
 CUST011046 ,Value,24-Aug-2017,60540
cust011047,Value,11-19-19,N/A
CUST011048,Business,01/16/2019,N/A
CUST011049,Business,2020/03/08,60540
CUST011050,Premium,15-Jan-2018,60A123
CUST011051,Premium,2021/05/22,
CUST011052,Premium,08-Oct-2019,N/A
cust011053,Value,03-Jul-2020,60A123
CUST011054,Premium,12-07-20,
CUST011055,,19-May-2018,
 CUST011056 ,Value,2019/12/23,60540
CUST011057,Business,2021/07/13,
CUST011058,Business,2020/05/07,60540
CUST011059,Business,10-16-21,60540
CUST011060,Business,2019-01-31,
CUST011061,Business,17-Oct-2019,60540
CUST011062,Premium,09/24/2021,
 CUST011063 ,,2017/10/25,N/A
CUST011064,Mainstream,11-15-19,60601
CUST011065,Premium,2022-10-16,60A123
 CUST011066 ,Business,02/17/2019,
CUST011067,Value,12-Aug-2020,
CUST011068,Business,2020/07/29,60540
CUST011069,Business,18-Dec-2017,N/A
CUST011070,Premium,10-07-21,60601
CUST011071,Premium,06-23-22,
CUST011072,Business,08/11/2018,N/A
CUST011073,Business,01-17-18,60601
CUST011074,Business,03/12/2018,60A123
CUST011075,Mainstream,08/15/2019,N/A
CUST011076,Mainstream,10-16-20,60601
CUST011077,Value,22-Oct-2018,60540
 CUST011078 ,,30-Jul-2021,60A123
CUST011079,Mainstream,2020-08-15,60540
cust011080,Business,24-Dec-2021,60540
CUST011081,Mainstream,25-Mar-2022,
CUST011082,,2017/12/12,60540
CUST011083,Premium,2021-04-05,60540
CUST011084,Business,08-08-19,N/A
cust011085,Business,2020/08/06,60601
CUST011086,Mainstream,10-16-19,N/A
CUST011087,Value,2020-02-11,60601
CUST011088,Premium,13-Jun-2018,N/A
CUST011089,Mainstream,2018/11/30,60540
CUST011090,Mainstream,04-02-18,60540
CUST011091,Business,01-14-22,60601
CUST011092,Value,06-28-18,60A123
CUST011093,,14-Aug-2022,60540
CUST011094,Business,07-31-22,N/A
CUST011095,Premium,21-Mar-2021,N/A
CUST011096,Value,08/05/2022,60A123
 CUST011097 ,,2018/07/30,
CUST011098,,04/11/2020,60540
CUST011099,Mainstream,02-07-21,
CUST011100,Mainstream,2017-07-22,60540
CUST011101,Premium,19-May-2018,60540
CUST011102,,28-Oct-2022,60A123
CUST011103,Business,02-05-20,N/A
CUST011104,Premium,18-Feb-2019,N/A
CUST011105,Value,2020-06-16,60540
CUST011106,Mainstream,2018-02-24,60A123
CUST011107,Premium,06-Jul-2020,60A123
CUST011108,Mainstream,02/01/2022,N/A
CUST011109,Mainstream,12-16-19,60601
CUST011110,,2022/02/23,60A123
CUST011111,,2018-09-21,60A123
CUST011112,Premium,07/21/2022,60540
CUST011113,,2019-04-12,N/A
CUST011114,Value,2017/07/26,60601
CUST011115,,2021/05/28,N/A
CUST011116,Business,08-01-19,60601
 CUST011117 ,Premium,12-05-17,
CUST011118,Value,09-Aug-2022,60601
CUST011119,Premium,12-20-21,60A123
CUST011120,,03-19-22,N/A
CUST011121,Premium,12/06/2018,60601
CUST011122,Business,11/13/2019,60601
CUST011123,Value,2018-11-08,N/A
CUST011124,Mainstream,03-May-2022,N/A
CUST011125,Business,02-25-18,
CUST011126,Business,17-Oct-2018,
CUST011127,,10/19/2020,60601
 CUST011128 ,,2022-06-28,60540
CUST011129,Mainstream,10/08/2017,60601
CUST011130,Business,10/07/2017,N/A
CUST011131,Value,06-09-22,60601
CUST011132,Value,07/24/2018,
cust011133,Value,2021/05/18,
CUST011134,,08/26/2020,60601
CUST011135,Business,02-20-21,N/A
CUST011136,Premium,10/14/2022,60601
CUST011137,Mainstream,02-06-22,
CUST011138,Business,07-26-17,N/A
CUST011139,Mainstream,2019/03/06,
CUST011140,Premium,12/23/2020,N/A
CUST011141,Premium,06/16/2019,60601
CUST011142,,05-Nov-2018,60A123
cust011143,Mainstream,12-Sep-2021,N/A
CUST011144,Mainstream,08/07/2021,
CUST011145,,2019-08-08,60601
CUST011146,Value,2020-03-16,60540
cust011147,,04-26-22,60540
CUST011148,Mainstream,02-25-18,
cust011149,Premium,10/17/2018,60601
CUST011150,Business,2022-06-23,60601
CUST011151,Premium,05-Apr-2022,60540
CUST011152,Mainstream,2020/08/07,N/A
CUST011153,Business,11-Sep-2017,
CUST011154,Value,06-May-2019,
CUST011155,Mainstream,09/03/2020,
CUST011156,,29-Nov-2018,
CUST011157,,2021/09/19,60540
CUST011158,Premium,01/12/2018,60601
CUST011159,Premium,07-27-17,60540
cust011160,,2021/10/14,60540
CUST011161,Mainstream,24-Dec-2021,N/A
CUST011162,Value,2018/04/11,60540
CUST011163,Premium,2021-04-09,
CUST011164,Value,26-Nov-2018,
CUST011165,Value,24-Jun-2022,60A123
CUST011166,Value,15-Jul-2019,
CUST011167,Business,10-11-20,60540
CUST011168,Business,2020-03-16,60601
CUST011169,Business,2022/09/12,
CUST011170,,07/13/2020,60540
CUST011171,,10-01-19,N/A
CUST011172,Mainstream,2019-12-21,
CUST011173,Business,28-May-2020,60A123
CUST011174,Business,,60601
CUST011175,Premium,2018-03-19,
CUST011176,,09-27-22,
CUST011177,Premium,2022/10/06,60601
CUST011178,,2018/04/29,60A123
CUST011179,,01-28-22,N/A
CUST011180,,10-28-19,60601
CUST011181,Business,15-Jun-2020,60601
CUST011182,,2022-06-15,60601
CUST011183,,2019-06-18,
CUST011184,Business,02/08/2020,60A123
CUST011185,Mainstream,19-Oct-2021,60540
CUST011186,,2020/05/05,N/A
CUST011187,Value,08-27-18,
 CUST011188 ,Value,28-Nov-2018,60A123
CUST011189,Mainstream,2019-12-10,
CUST011190,Value,02-17-21,60601
CUST011191,Business,2020-07-15,60601
CUST011192,Business,2017-10-27,60540
CUST011193,Value,04/07/2021,60540
CUST011194,Value,27-Jul-2020,N/A
CUST011195,Mainstream,20-Jan-2022,N/A
CUST011196,Business,10/27/2020,60540
CUST011197,,2021/03/25,
CUST011198,,07-28-17,
CUST011199,Premium,04/17/2018,60540
cust011200,Value,2021-12-03,N/A
 CUST011201 ,Business,2022-02-04,
CUST011202,Mainstream,2021-09-12,60601
 CUST011203 ,Business,09-23-22,60601
CUST011204,Mainstream,2022/05/05,
CUST011205,Mainstream,11-25-20,60601
CUST011206,Premium,2019-10-03,60601
CUST011207,Premium,05-11-19,
CUST011208,,26-Oct-2020,
CUST011209,Mainstream,2021/01/26,
CUST011210,,04-Sep-2019,N/A
CUST011211,,2018-05-14,60A123
CUST011212,,2022/07/24,N/A
CUST011213,Value,12-30-17,60A123
CUST011214,Value,06/11/2019,60601
CUST011215,Value,2019-11-25,60601
 CUST011216 ,Business,22-Dec-2021,
CUST011217,Business,2021-01-26,60540
CUST011218,Premium,01-Feb-2022,60540
CUST011219,,2019-04-12,60601
CUST011220,,2022/03/30,60601
CUST011221,Premium,11-30-20,
CUST011222,Business,23-Sep-2019,N/A
CUST011223,,2021-09-05,60A123
CUST011224,Business,03-28-21,60A123
CUST011225,Premium,2018/03/10,N/A
CUST011226,Business,2018/03/08,
CUST011227,Mainstream,2020-04-03,60540
CUST011228,,09-09-22,
CUST011229,Premium,10-Aug-2022,N/A
cust011230,Business,12-27-20,
CUST011231,,2022/09/01,60540
CUST011232,,05/23/2021,60601
CUST011233,Mainstream,05-05-21,N/A
CUST011234,Value,,60540
CUST011235,Business,27-Oct-2020,N/A
CUST011236,Mainstream,2020-09-12,60601
 CUST011237 ,,2021/10/03,N/A
CUST011238,Business,2018-10-26,N/A
CUST011239,Premium,01-Oct-2017,
CUST011240,Business,01/27/2019,60601
CUST011241,Premium,2019/11/19,
CUST011242,,2019/05/13,60A123
CUST011243,Mainstream,2019-12-22,N/A
CUST011244,Value,01-18-22,60540
CUST011245,Value,06-Apr-2019,N/A
CUST011246,Premium,06-Jan-2018,60A123
CUST011247,,2022-06-03,60A123
CUST011248,Premium,2020-02-25,60A123
CUST011249,Premium,2021-06-26,60601
CUST011250,Mainstream,2020/06/18,60540
CUST011251,Business,24-Dec-2018,60601
CUST011252,,2020-01-09,60601
CUST011253,Premium,09-10-17,60601
cust011254,Mainstream,2022/03/02,N/A
CUST011255,Mainstream,2020-11-13,60A123
CUST011256,Premium,28-Feb-2020,
CUST011257,Business,,60601
CUST011258,Premium,2019/06/08,60A123
CUST011259,Value,02-16-21,
CUST011260,Business,05/01/2021,60540
CUST011261,Business,06-01-19,N/A
CUST011262,Premium,01/26/2020,60540
CUST011263,Mainstream,04/04/2021,60601
CUST011264,Value,05/02/2022,60601
CUST011265,Premium,2022-11-12,N/A
CUST011266,Business,2022/10/20,60601
CUST011267,Premium,10-15-17,N/A
CUST011268,Value,06-13-19,
CUST011269,Premium,09-Nov-2017,60540
CUST011270,,13-Jun-2019,60601
CUST011271,Value,2020/11/24,N/A
CUST011272,Business,,N/A
cust011273,Business,24-Aug-2019,60540
CUST011274,Mainstream,16-Oct-2018,60601
CUST011275,Value,01-04-18,N/A
CUST011276,Mainstream,08/03/2017,60A123
CUST011277,Business,2022/04/20,
CUST011278,Premium,2022/02/03,60540
CUST011279,Premium,2018/12/16,60540
CUST011280,,02-Apr-2020,N/A
CUST011281,Value,20-Nov-2022,60540
CUST011282,,2017/08/18,
CUST011283,Business,05/06/2018,
CUST011284,,01/28/2021,N/A
CUST011285,Premium,03/19/2021,60601
CUST011286,Mainstream,05/11/2021,
CUST011287,Business,12-31-21,N/A
CUST011288,Mainstream,01/15/2018,60540
CUST011289,Value,09/24/2022,60601
CUST011290,Business,07/25/2019,
CUST011291,,2022-03-30,
CUST011292,,2017-09-16,
CUST011293,Value,17-Jul-2017,60601
CUST011294,Premium,01-21-20,
CUST011295,Value,08/22/2020,60A123
CUST011296,Premium,2018-08-06,N/A
CUST011297,Premium,2018/07/08,60A123
CUST011298,,04-05-21,N/A
CUST011299,Business,10-19-22,N/A
CUST011300,Mainstream,2019-05-10,N/A
CUST011301,Mainstream,2021-02-20,60A123
CUST011302,,07-Dec-2021,
CUST011303,Mainstream,,60A123
CUST011304,,2022/01/09,
CUST011305,Premium,01-22-22,
CUST011306,Value,2018/01/02,
CUST011307,,11-20-22,N/A
 CUST011308 ,Value,06-26-20,N/A
CUST011309,,15-May-2019,
CUST011310,Mainstream,2020/08/03,N/A
CUST011311,,01-18-22,60601
CUST011312,Mainstream,08-27-20,60540
CUST011313,Value,2018/12/12,60A123
CUST011314,Value,2018-04-01,60A123
CUST011315,Business,2017-08-02,
CUST011316,Business,2017/07/21,60A123
CUST011317,,2019/03/23,60601
CUST011318,Value,03/06/2019,
CUST011319,Business,08/16/2018,
CUST011320,,11-12-19,
CUST011321,Value,06/05/2021,
CUST011322,Business,12/14/2018,60540
CUST011323,Business,04/09/2019,
CUST011324,Mainstream,23-Jun-2021,60540
CUST011325,Value,10/15/2017,60540
CUST011326,Value,2018-02-23,60540
CUST011327,Premium,05-10-20,60A123
CUST011328,,2020-12-13,60A123
CUST011329,Business,01/24/2021,60A123
CUST011330,Mainstream,12-Feb-2019,
CUST011331,Value,16-Oct-2021,60540
CUST011332,Business,07-26-22,N/A
CUST011333,,2019/07/21,60A123
CUST011334,,2021/01/18,60540
CUST011335,Business,2018/01/26,N/A
CUST011336,,09-06-18,60601
CUST011337,,23-Apr-2021,60A123
CUST011338,Mainstream,2019-01-03,60601
CUST011339,Business,04/30/2022,60540
CUST011340,Premium,09/01/2019,60A123
CUST011341,Premium,2019-12-29,N/A
CUST011342,Business,03/23/2019,N/A
CUST011343,Value,2020-07-16,60540
CUST011344,Value,2021/07/26,N/A
CUST011345,Premium,08/18/2022,60A123
CUST011346,Business,23-Jun-2018,60540
CUST011347,Mainstream,2019/10/18,60540
CUST011348,Business,03/21/2021,60A123
CUST011349,Premium,2021-06-10,
CUST011350,Mainstream,05-30-22,N/A
CUST011351,Business,2019-01-07,60540
CUST011352,Business,2020/06/05,60601
CUST011353,Mainstream,22-Feb-2019,60601
CUST011354,Business,11-29-19,60A123
CUST011355,,03/06/2022,60601
CUST011356,Value,2018-11-04,60A123
CUST011357,Premium,31-Oct-2019,60540
CUST011358,Business,26-Jun-2018,60540
CUST011359,Premium,2020/12/24,60540
CUST011360,Business,2021-04-23,
CUST011361,Value,24-Oct-2020,60540
CUST011362,Business,07/09/2019,60601
CUST011363,Business,2020-02-24,60540
CUST011364,,04/29/2019,60A123
 CUST011365 ,Premium,2020/06/08,60540
CUST011366,Mainstream,08-27-19,N/A
CUST011367,Business,29-Aug-2017,N/A
CUST011368,Business,02-Aug-2021,
CUST011369,,2017/10/28,N/A
 CUST011370 ,Business,2019/09/24,N/A
CUST011371,,06/20/2020,60A123
CUST011372,,2019/01/20,N/A
CUST011373,,03-22-20,60601
CUST011374,Business,2020-11-04,
CUST011375,Mainstream,29-Jun-2019,
CUST011376,Business,25-Mar-2018,
CUST011377,Premium,01/20/2020,N/A
CUST011378,Business,2022/04/23,60601
CUST011379,Premium,05-17-19,60540
CUST011380,Premium,07/15/2017,N/A
CUST011381,Value,2021/04/25,60540
CUST011382,,2022-03-14,
CUST011383,Business,2018/09/09,N/A
CUST011384,Mainstream,2018/11/21,60540
cust011385,Value,11-Nov-2022,60540
CUST011386,,01/16/2022,N/A
CUST011387,Premium,2021-10-12,N/A
CUST011388,Business,2017/08/08,
CUST011389,Premium,27-Jan-2019,N/A
CUST011390,Business,09-13-17,
cust011391,Premium,2020-12-14,60A123
CUST011392,,2022-02-17,60A123
CUST011393,Mainstream,2021/07/07,60540
CUST011394,,2019-03-26,60601
CUST011395,,08-16-17,60540
CUST011396,Business,01-26-19,60601
cust011397,Premium,29-Jun-2021,N/A
CUST011398,,2020/01/05,N/A
CUST011399,Mainstream,2018/11/01,
CUST011400,Business,25-Jul-2020,
CUST011401,Value,2022/01/10,N/A
 CUST011402 ,Value,2020/08/14,60601
CUST011403,,09/26/2017,60A123
CUST011404,,08-12-21,60540
CUST011405,Premium,08-Sep-2017,60A123
 CUST011406 ,Mainstream,2022/03/02,N/A
CUST011407,Business,09-25-22,60540
CUST011408,Mainstream,2019/12/10,60A123
CUST011409,Premium,05/02/2022,60540
CUST011410,Mainstream,2018/06/08,N/A
CUST011411,Mainstream,2019-05-24,60601
CUST011412,,2022/11/22,
CUST011413,Premium,02/11/2018,60A123
CUST011414,Value,09/07/2018,
CUST011415,Mainstream,2021-05-19,N/A
 CUST011416 ,Premium,2021-04-27,N/A
CUST011417,Mainstream,09/25/2022,60601
CUST011418,Premium,18-Apr-2020,60540
CUST011419,Premium,2022-09-06,60601
CUST011420,,2018-07-30,N/A
CUST011421,Value,05/25/2020,60A123
CUST011422,,21-Jul-2022,N/A
CUST011423,Premium,01-24-20,60540
cust011424,Mainstream,2021/08/04,60A123
CUST011425,Business,03-Feb-2021,60540
CUST011426,Premium,11-Feb-2020,
CUST011427,,01-09-20,N/A
CUST011428,,12/26/2020,60A123
CUST011429,,15-Oct-2018,60540
CUST011430,Premium,10/04/2018,60601
CUST011431,Value,22-Feb-2018,N/A
CUST011432,Mainstream,21-Apr-2019,60540
CUST011433,Business,05-Aug-2020,60540
CUST011434,Premium,08-Mar-2021,60A123
CUST011435,,06-28-22,
CUST011436,Premium,2020-09-02,N/A
CUST011437,Premium,22-May-2018,60601
CUST011438,Business,2021-12-28,60540
CUST011439,Business,2017/08/22,60601
CUST011440,Business,08-Jun-2020,
CUST011441,Mainstream,2020-12-24,60601
CUST011442,Business,04-24-19,
CUST011443,Value,07/26/2022,60540
CUST011444,Value,09-Mar-2021,
 CUST011445 ,Value,2020-10-13,
CUST011446,Mainstream,2019/06/19,60540
CUST011447,,06-12-20,60601
CUST011448,Mainstream,2020-12-02,60A123
CUST011449,Mainstream,06-Jun-2020,60A123
CUST011450,Value,08/21/2017,
 CUST011451 ,,12/30/2019,
CUST011452,Premium,11-19-18,60540
CUST011453,Value,27-Dec-2018,60A123
CUST011454,,09-25-22,60601
CUST011455,,08/05/2020,60A123
CUST011456,,,60601
CUST011457,Value,2021/07/06,60540
cust011458,Mainstream,26-Feb-2022,60540
CUST011459,,31-Oct-2018,60540
CUST011460,,08/12/2018,60540
CUST011461,Premium,2020-05-17,60A123
CUST011462,Value,13-May-2018,60540
CUST011463,,10-12-20,60540
CUST011464,Value,12-Aug-2022,60A123
CUST011465,Premium,2020-02-17,60540
cust011466,Business,2021/04/15,60601
CUST011467,Business,03-18-19,
CUST011468,Mainstream,2021-07-06,60A123
CUST011469,Value,03/27/2021,60540
 CUST011470 ,Business,31-Dec-2020,60A123
CUST011471,Business,2019-12-26,
CUST011472,Premium,05/04/2019,60540
cust011473,Mainstream,07-21-20,60540
CUST011474,Mainstream,08/27/2021,
CUST011475,Value,,
CUST011476,Business,2021/04/06,N/A
CUST011477,Premium,,60A123
 CUST011478 ,Premium,2019-12-14,N/A
CUST011479,Business,09-13-19,
CUST011480,Premium,30-May-2021,60601
CUST011481,Value,03/01/2018,60540
CUST011482,Premium,17-Jun-2018,
CUST011483,Business,24-Jan-2019,60540
CUST011484,Value,09-06-21,60A123
CUST011485,Mainstream,2018/06/26,N/A
CUST011486,Premium,2020/07/06,N/A
CUST011487,,30-Jun-2022,N/A
CUST011488,Mainstream,2021-04-23,60540
cust011489,,08-16-21,
CUST011490,Value,2021-01-26,60601
CUST011491,,09-25-18,60A123
CUST011492,Value,24-Sep-2020,N/A
CUST011493,Premium,2017-11-12,60A123
cust011494,Premium,2019/04/12,60A123
CUST011495,Mainstream,24-Oct-2017,
CUST011496,Value,04/29/2022,N/A
CUST011497,,10-03-18,60540
CUST011498,Business,2018/06/24,60601
 CUST011499 ,Business,2021/06/09,60601
CUST011500,Premium,2020/05/27,60540
CUST011501,Business,2020-07-13,60601
CUST011502,Premium,08/21/2017,N/A
CUST011503,Premium,2020-03-03,60A123
CUST011504,,18-Nov-2022,60540
CUST011505,,09-25-21,60601
CUST011506,,2022/04/27,N/A
CUST011507,Value,14-May-2019,60A123
CUST011508,Premium,11-Sep-2019,60540
CUST011509,Value,25-Oct-2019,N/A
CUST011510,Premium,05/05/2018,60540
CUST011511,Business,2019/09/17,N/A
CUST011512,Premium,04/03/2022,60540
 CUST011513 ,Value,2018-11-08,
CUST011514,Business,2020-06-30,60A123
CUST011515,Mainstream,10/05/2022,60A123
CUST011516,Value,03-18-20,N/A
CUST011517,Business,2019/05/09,60601
CUST011518,Value,02/01/2018,60540
CUST011519,,02/20/2019,60A123
CUST011520,Premium,06-28-18,60540
CUST011521,Business,11-Jun-2018,60601
CUST011522,,02-Dec-2018,60540
CUST011523,Premium,2017-10-03,
CUST011524,Value,24-Aug-2022,60A123
CUST011525,,2021-07-14,60601
 CUST011526 ,Business,01-10-22,60540
CUST011527,Premium,04-Feb-2018,N/A
CUST011528,Business,2020/02/16,N/A
 CUST011529 ,,16-Feb-2022,
CUST011530,,11/08/2018,
CUST011531,Mainstream,2022/07/13,N/A
CUST011532,,2019-06-06,
CUST011533,,01/17/2021,60601
CUST011534,Business,08/10/2022,60A123
CUST011535,Business,2020-05-03,
CUST011536,,01-11-19,60A123
CUST011537,,26-May-2021,
CUST011538,,2021-11-16,N/A
CUST011539,Mainstream,17-Oct-2019,60601
cust011540,Value,28-Jul-2022,60A123
CUST011541,Business,03-29-21,60A123
 CUST011542 ,Premium,05-20-20,
CUST011543,,20-Jun-2020,N/A
CUST011544,Mainstream,2019/11/01,
CUST011545,Mainstream,14-Jun-2022,60A123
CUST011546,Mainstream,06/02/2022,60601
CUST011547,,2022-06-09,60540
CUST011548,Premium,2018/02/12,N/A
CUST011549,,08/03/2021,60A123
CUST011550,Premium,05/19/2019,N/A
CUST011551,,2022/04/08,60601
CUST011552,Mainstream,12-29-19,60540
CUST011553,,03-17-21,
CUST011554,Mainstream,2020/08/23,
CUST011555,Value,19-Nov-2022,60A123
CUST011556,Value,2017-11-26,N/A
CUST011557,Mainstream,2017/10/03,
CUST011558,,2019-05-13,
CUST011559,Value,2021-03-03,
CUST011560,,2020/01/12,60601
CUST011561,Mainstream,11/01/2022,60A123
CUST011562,Business,2019/03/17,N/A
cust011563,,20-Jan-2022,60540
CUST011564,Mainstream,2018/01/06,60601
CUST011565,Premium,19-Jan-2020,60601
CUST011566,Value,03-29-19,60A123
 CUST011567 ,Value,,60601
CUST011568,,2020/09/09,60601
CUST011569,Mainstream,23-Apr-2022,N/A
CUST011570,Value,2022-11-30,60601
CUST011571,Value,2022-09-18,60601
CUST011572,Mainstream,13-Jul-2017,
CUST011573,Business,2020-11-09,N/A
CUST011574,,11-29-22,60601
CUST011575,,09-Jul-2020,
CUST011576,,05/25/2020,60601
CUST011577,Mainstream,2017/11/25,
CUST011578,Premium,2018-06-09,
CUST011579,Business,2020/03/12,
CUST011580,Value,2019/03/05,60A123
cust011581,Mainstream,01-29-20,
CUST011582,,10/13/2019,60A123
CUST011583,,08-Oct-2020,60540
CUST011584,Business,01-08-19,60A123
CUST011585,,03/17/2020,60A123
CUST011586,Value,17-May-2022,60A123
CUST011587,Premium,2022-06-13,60540
CUST011588,,2020/06/23,60601
CUST011589,Mainstream,2020/04/25,
CUST011590,Business,2020-01-14,
CUST011591,Mainstream,10-01-17,60540
CUST011592,Mainstream,2021/10/31,60601
CUST011593,Premium,03-Nov-2019,60601
CUST011594,Mainstream,2022/11/30,N/A
CUST011595,Value,02-Apr-2022,
 CUST011596 ,Premium,11-Jul-2021,
CUST011597,Mainstream,11/14/2021,60601
CUST011598,Mainstream,17-Jun-2018,N/A
cust011599,,04/13/2019,60A123
CUST011600,Premium,2022-10-28,60A123
CUST011601,Premium,07-Feb-2022,60601
CUST011602,Value,2020/10/04,60601
CUST011603,Premium,07/31/2017,60A123
 CUST011604 ,Premium,10-18-21,60A123
CUST011605,Value,2018/01/12,N/A
CUST011606,Business,15-Nov-2020,
